20150203,4.4900,4.5700,4.2600,4.3000,18907200
20150204,4.5800,4.6400,4.4600,4.4900,24683500
20150205,4.8200,4.9700,4.5500,4.6500,37897900
20150206,4.9200,4.9600,4.6700,4.8700,28295900
20150209,4.8700,4.9800,4.8000,4.9000,17824500
20150210,4.9200,4.9900,4.8500,4.9300,13181700
20150211,5.0300,5.0700,4.9200,4.9400,14411200
20150212,5.1500,5.1700,5.0300,5.0500,13905000
20150213,5.2300,5.2500,5.1600,5.1700,10384500
20150217,5.1800,5.2800,5.1000,5.2700,21079300
20150218,4.9800,5.1900,4.9300,5.1600,22181400
20150219,4.8800,5.0500,4.8000,4.9900,21010700
20150220,4.8300,4.8400,4.7000,4.8100,14217600
20150223,4.6700,4.8000,4.5400,4.8000,18313100
20150224,4.6300,4.6500,4.4300,4.4800,18112700
20150225,4.9600,4.9900,4.6100,4.6300,32525000
20150226,4.7700,5.0200,4.7700,4.9300,13984400
20150227,5.1200,5.1500,4.8300,4.8400,36986900
20150302,5.0900,5.1600,5.0800,5.1400,16689200
20150303,5.2400,5.2500,5.1000,5.1100,14895100
20150304,5.2100,5.2500,5.1100,5.2200,12088900
20150305,5.3800,5.4500,5.2300,5.2400,17228500
20150306,5.2300,5.4200,5.1500,5.3800,12288500
20150309,5.3400,5.3500,5.1700,5.2300,11605300
20150310,5.0400,5.2800,5.0100,5.2700,19808700
20150311,5.0500,5.1200,5.0100,5.1100,13442600
20150312,5.1000,5.1300,5.0200,5.1100,8418200
20150313,5.1200,5.1800,5.0500,5.0800,13547900
20150316,5.1500,5.1500,5.0100,5.1400,10899900
20150317,5.0900,5.1400,5.0500,5.1200,6820600
20150318,5.0800,5.1000,4.9500,5.0900,10023100
20150319,4.9900,5.0900,4.9400,5.0900,10928400
20150320,4.9500,5.1100,4.9400,5.0100,15839200
20150323,5.0800,5.0800,4.9400,4.9500,11208700
20150324,4.9700,5.0900,4.9500,5.0100,11811300
20150325,4.7600,5.0000,4.7600,4.9900,15188100
20150326,4.7900,4.8700,4.6500,4.7100,12227800
20150327,4.7200,4.7900,4.6900,4.7700,9546100
20150330,4.7500,4.8500,4.7100,4.7500,8845300
20150331,4.7400,4.7600,4.6500,4.7400,13094300
20150401,4.7300,4.7600,4.6500,4.7500,18877300
20150402,4.8500,4.8700,4.7200,4.7200,17193400
20150406,4.9700,5.0000,4.8000,4.8100,23280500
20150407,4.9900,5.0700,4.9700,5.0400,8044700
20150408,4.9100,5.0200,4.8900,5.0000,11331600
20150409,4.9300,4.9600,4.8400,4.9300,14737300
20150410,4.9700,5.0300,4.9500,4.9600,8723900
20150413,4.9800,5.0400,4.9500,5.0100,7508400
20150414,4.9900,5.0100,4.9600,4.9900,9307800
20150415,5.0400,5.0500,4.9700,4.9900,8621400
20150416,5.1000,5.1600,5.0100,5.0300,14239200
20150417,5.1100,5.1200,5.0300,5.0700,6661300
20150420,4.9900,5.1200,4.9800,5.1200,8643400
20150421,4.9800,5.0100,4.9300,4.9900,8403400
20150422,5.0800,5.0800,4.9400,4.9800,7081700
20150423,5.2400,5.3000,5.0600,5.0700,16034900
20150424,5.2700,5.3900,5.1800,5.2700,12333500
